自在独行 贾平凹的独行世界,http://product.dangdang.com/23964981.html,贾平凹,2016/5/1,长江文艺出版社,?19.50
万历十五年 一本好书 腾讯视频栏目推荐,http://product.dangdang.com/23445575.html,黄仁宇,2006/6/1,生活.读书.新知三联书店,?13.00
好看的皮囊千篇一律，有趣的灵魂万里挑一（老杨的猫头鹰最新作品...,http://product.dangdang.com/25180441.html,老杨的猫头鹰,2017/11/11,现代出版社,?19.90
《地图（人文版）》手绘世界地图·儿童百科绘本,http://product.dangdang.com/23523508.html,亚历山德拉·米热林斯卡,2014/8/1,贵州人民出版社,?49.00
窗边的小豆豆(2018版),http://product.dangdang.com/25272786.html,黑柳彻子,2018/5/1,南海出版公司,?29.60
半小时漫画中国史1+中国史2+中国史3+世界史（套装共4册，作者签章...,http://product.dangdang.com/25309905.html,陈磊,2018/7/1,江苏文艺出版社,?79.80
东野圭吾：恶意（2016版，东野圭吾四大杰作之一）,http://product.dangdang.com/24041704.html,东野圭吾,2016/11/1,南海出版公司,?27.30
曹文轩纯美小说*草房子(2016版),http://product.dangdang.com/23953627.html,曹文轩,2016/4/1,江苏凤凰少年儿童出版社,?11.00
如何说孩子才会听 怎么听孩子才肯说（全新修订版）,http://product.dangdang.com/24044642.html,玛兹丽施,2016/9/1,中央编译出版社,?18.40
郑渊洁四大名传：皮皮鲁传,http://product.dangdang.com/23812471.html,郑渊洁,2015/12/1,浙江少年儿童出版社,?19.75
谈判：如何在博弈中获得更多(第四版)Everything is Negotiable,http://product.dangdang.com/25247638.html,盖温·肯尼迪,2018/4/6,民主与建设出版社,?21.10
0-3岁行为习惯教养绘本（全6册）,http://product.dangdang.com/25215215.html,让娜·阿什比,2018/1/1,长江少年儿童出版社,?50.40
论语译注（简体字本） 2017修订新版,http://product.dangdang.com/25163221.html,杨伯峻,2017/8/1,中华书局,?16.90
苏东坡传（林语堂精装2018版）（1-9年级必读书单）,http://product.dangdang.com/25211578.html,林语堂,2018/1/1,湖南文艺出版社,?26.00
你的善良必须有点锋芒,http://product.dangdang.com/24015725.html,慕颜歌,2016/9/1,古吴轩出版社,?16.40
斯凯瑞金色童书·第一辑（全4册）,http://product.dangdang.com/9284655.html,斯凯瑞,2007/5/1,贵州人民出版社,?41.60
许三观卖血记（新版）,http://product.dangdang.com/25160766.html,余华,2017/9/12,作家出版社,?17.50
朝花夕拾（新课标修订版）,http://product.dangdang.com/23643238.html,鲁迅,2015/1/1,安徽教育出版社,?12.40
上下五千年（最新版）,http://product.dangdang.com/22478862.html,林汉达,2011/7/1,少年儿童出版社,?44.00
草房子（当当网定制版）,http://product.dangdang.com/23662022.html,曹文轩,2015/3/1,天天出版社有限责任公司,?12.50
三体：全三册 刘慈欣代表作，亚洲首部“雨果奖”获奖作品！,http://product.dangdang.com/23579654.html,刘慈欣,2010/11/1,重庆出版社,?64.17
新版林格伦作品选集·美绘版 长袜子皮皮,http://product.dangdang.com/25235015.html,阿斯特丽德·林格伦,2018/3/1,中国少年儿童出版社,?11.50
我喜欢自己,http://product.dangdang.com/21086025.html,卡尔森,2011/5/1,河北教育出版社,?13.90
我爸爸+我妈妈（全2册）,http://product.dangdang.com/23483032.html,安东尼·布朗,2014/5/1,河北教育出版社,?46.50
曹文轩纯美小说*青铜葵花(2016版),http://product.dangdang.com/23949032.html,曹文轩,2016/4/1,江苏少年儿童出版社,?11.00
断舍离,http://product.dangdang.com/23271503.html,山下英子,2013/7/1,广西科学技术出版社,?16.00
是谁嗯嗯在我的头上,http://product.dangdang.com/23509394.html,维尔纳霍尔茨瓦特,2007/4/1,河北教育出版社,?17.90
目送：龙应台“人生三书”之三（彩插新版）,http://product.dangdang.com/23407125.html,龙应台,2014/1/1,广西师范大学出版社,?25.80
红楼梦原著版（上、下册）（全两册）（1-9年级必读书单）,http://product.dangdang.com/102771.html,曹雪芹,2013/1/1,人民文学出版社,?32.20
学会爱自己（教孩子免受性侵犯！学会保护自己！）（全3辑，共14册...,http://product.dangdang.com/23851466.html,珊蒂克雷文,2016/2/1,青岛出版社,?96.00
不可思议的旅程（凯迪克大奖绘本三部曲）,http://product.dangdang.com/24033539.html,艾伦·贝克尔,2016/9/1,新星出版社,?79.80
第七天（余华作品，比《活着》更绝望，比《兄弟》更荒诞）此版售...,http://product.dangdang.com/23257021.html,余华,2013/6/1,新星出版社,?17.30
瓦尔登湖(珍藏本) 朗读者朗读书目,http://product.dangdang.com/20971873.html,梭罗,2010/12/1,中国三峡出版社,?15.80
曹文轩文集典藏版（全7册）,http://product.dangdang.com/23323691.html,曹文轩,2013/9/1,天天出版社有限责任公司,?84.00
林格伦儿童文学作品集·典藏版——长袜子皮皮,http://product.dangdang.com/23190572.html,林格伦,2013/1/1,中国少年儿童出版社,?14.00
城南旧事（新课标，“华语文坛祖母”林海音怀念童年的自传体短篇...,http://product.dangdang.com/23696692.html,林海音,2015/6/1,安徽教育出版社,?17.80
诺奖少年版（全套30册）2018年中童书畅销榜TOP3！日销售ZUI高达5...,http://product.dangdang.com/25062481.html,海明威,2017/4/1,辽宁少年儿童出版社,?237.60
半小时漫画中国史3（《半小时漫画中国史》系列第3部，其实是一本...,http://product.dangdang.com/25301748.html,陈磊,2018/7/1,海南出版社,?20.00
海底两万里（新课标）,http://product.dangdang.com/25126138.html,儒勒·凡尔纳,2017/9/1,浙江工商大学出版社,?19.00
我的妈妈是精灵(百万纪念版，全新修订，入选小学生基础阅读书目）...,http://product.dangdang.com/25225661.html,陈丹燕,2018/1/29,福建少年儿童出版社,?13.80
一只特立独行的猪,http://product.dangdang.com/24516890.html,王小波,2017/4/1,北京十月文艺出版社,?20.90
牧羊少年奇幻之旅（央视《朗读者》、湖南卫视《天天向上》、黄轩...,http://product.dangdang.com/25172978.html,保罗·柯艾略,2018/1/1,北京十月文艺出版社,?24.20
余秋雨 文化苦旅（1-9年级必读书单）,http://product.dangdang.com/23415029.html,余秋雨,2014/3/1,长江文艺出版社,?21.70
三毛全集02：撒哈拉的故事（1-9年级必读书单）,http://product.dangdang.com/24242914.html,三毛,2017/4/1,北京十月文艺出版社,?24.20
小鸡球球触感玩具书：全5册,http://product.dangdang.com/24105221.html,入山智,2016/11/15,长江少年儿童出版社,?125.00
许愿地球仪（荣获7项世界童书大奖、畅销全球十八个国家的生命教育...,http://product.dangdang.com/25306645.html,克莉丝汀娜·奥森,2018/7/1,百花洲文艺出版社,?14.00
走遍中国 图说天下 国家地理,http://product.dangdang.com/22790516.html,图说天下·国家地理,2012/6/1,北京联合出版公司,?9.90
皮囊（畅销250万册的国民读本，韩寒监制，刘德华、李敬泽作序。繁...,http://product.dangdang.com/23604128.html,蔡崇达,2014/12/1,天津人民出版社,?19.90
神奇校车·动画版（全10册）,http://product.dangdang.com/25243206.html,乔安娜柯尔,2011/4/5,贵州人民出版社,?59.00
百年童话绘本·典藏版（全套30册）当当2018年中童书畅销榜，台湾...,http://product.dangdang.com/24030562.html,莱曼·弗兰克·鲍姆,2016/9/15,北京联合出版公司,?199.80
今日简史：人类命运大议题（《人类简史》《未来简史》作者2018年...,http://product.dangdang.com/25306969.html,尤瓦尔·赫拉利,2018/8/20,中信出版社,?40.80
把坏脾气收起来,http://product.dangdang.com/25102405.html,卡罗尔·罗思,2017/8/1,北京科学技术出版社,?18.00
霍乱时期的爱情（2015版）,http://product.dangdang.com/23716798.html,哥伦,2015/6/1,南海出版公司,?34.20
养育男孩（典藏版）,http://product.dangdang.com/23457691.html,史蒂夫,2014/4/1,中信出版社,?16.00
东野圭吾：悲剧人偶,http://product.dangdang.com/25301807.html,东野圭吾,2018/8/1,北京十月文艺出版社,?28.80
好妈妈胜过好老师（700万册纪念版）,http://product.dangdang.com/25124059.html,尹建莉,2017/8/8,作家出版社,?29.40
米小圈漫画成语（套装共4册）,http://product.dangdang.com/23976685.html,北猫,2016/5/1,四川少儿出版社,?39.30
半小时漫画中国史2（《半小时漫画中国史》系列第2部，其实是一本...,http://product.dangdang.com/25272999.html,陈磊,2018/5/31,海南出版社,?20.00
无声告白（就是她！征服欧美文坛的华裔作家！）,http://product.dangdang.com/23718322.html,伍绮诗,2016/9/1,江苏文艺出版社,?16.40
摆渡人2：重返荒原（每一个镌刻着爱与善意的灵魂，都会成为我们生...,http://product.dangdang.com/25163242.html,克莱儿·麦克福尔,2017/9/1,百花洲文艺出版社,?21.40
丰子恺万般滋味，都是生活,http://product.dangdang.com/25308985.html,丰子恺,2018/9/1,华中科技大学出版社,?21.00
时间简史（插图本）（央视《朗读者》推荐）,http://product.dangdang.com/463785.html,史蒂芬·霍金,2014/6/1,湖南科技出版社,?26.50
林汉达中国历史故事集（珍藏版）,http://product.dangdang.com/25177759.html,林汉达,2017/10/1,中国少年儿童出版社,?29.50
小威向前冲,http://product.dangdang.com/25246337.html,艾伦,2018/4/23,贵州人民出版社,?18.00
花婆婆,http://product.dangdang.com/23633727.html,芭芭拉库尼,2014/12/1,河北教育出版社,?21.30
东野圭吾：嫌疑人X的献身（王凯、张鲁一推荐，至为纯粹的爱情，绝...,http://product.dangdang.com/23490646.html,东野圭吾,2014/6/1,南海出版公司,?24.20
中国国家博物馆儿童历史百科绘本（5册）,http://product.dangdang.com/25273429.html,中国国家博物馆,2018/6/1,人民邮电出版社,?120.00
罗尔德·达尔作品典藏 查理和巧克力工厂,http://product.dangdang.com/25110008.html,罗尔德·达尔,2017/5/1,明天出版社,?11.00
数学帮帮忙（全25册）多功能数学绘本,http://product.dangdang.com/23219914.html,达芙妮·斯金纳,2013/4/1,新蕾出版社,?112.50
神奇校车·手工益智版（全8册）,http://product.dangdang.com/24012161.html,乔安娜·柯尔,2016/7/13,贵州人民出版社,?60.00
红星照耀中国 (团购更优惠 电话：010-57993149）八年级上册必读...,http://product.dangdang.com/25086655.html,埃德加·斯诺,2017/6/1,人民文学出版社,?26.70
写给儿童的中国地理（全14册）,http://product.dangdang.com/24044343.html,陈卫平,2016/9/1,新世界出版社,?196.00
阿凡提经典故事系列丛书（全4册）,http://product.dangdang.com/21054899.html,艾克拜尔,2011/4/1,新疆青少年出版社,?33.00
成语大词典（彩色本）最新修订版 60000多名读者热评！团购电话01...,http://product.dangdang.com/22925934.html,成语大词典,2013/1/1,商务印书馆国际有限公司,?84.80
信谊世界精选图画书·爷爷一定有办法,http://product.dangdang.com/25227339.html,菲比·吉尔曼,2013/4/1,明天出版社,?25.30
可爱的身体 （全8册）,http://product.dangdang.com/25069493.html,七尾纯,2010/1/1,南海出版公司,?59.00
银火箭少年科幻系列（亚洲首位“雨果奖”得主刘慈欣主编，全球销...,http://product.dangdang.com/25259302.html,刘慈欣,2018/4/2,浙江教育出版社,?115.20
DK幼儿百科全书——那些重要的事,http://product.dangdang.com/25233424.html,英国DK公司,2017/7/1,中国大百科全书出版社,?69.00
阿米巴经营——畅销十周年纪念版，当当全国独家（团购，请致电01...,http://product.dangdang.com/23932960.html,稻盛和夫,2016/3/1,中国大百科全书出版社,?17.50
半小时漫画中国史（修订版）(其实是一本严谨的极简中国史。团购电...,http://product.dangdang.com/24242340.html,陈磊,2017/6/30,江苏文艺出版社,?20.00
郑渊洁四大名传（全4册）,http://product.dangdang.com/23812468.html,郑渊洁,2015/12/1,浙江少年儿童出版社,?59.00
天长地久：给美君的信（龙应台2018全新力作）,http://product.dangdang.com/25311959.html,龙应台,2018/8/1,湖南文艺出版社,?39.90
德国精选科学图画书 （肚子里有个火车站+牙齿大街的新鲜事，套装...,http://product.dangdang.com/25084417.html,安娜·鲁斯曼,2017/6/1,北京科学技术出版社,?35.00
法布尔昆虫记（全10册）（儿童彩图版）,http://product.dangdang.com/9101748.html,高苏珊娜,2014/7/1,北京科学技术出版社,?99.00
老人与海（新版！未删节插图珍藏版，海明威等了64年的中译本，朗...,http://product.dangdang.com/24183943.html,海明威,2017/2/20,浙江文艺出版社,?23.40
朝花夕拾（“教育部统编《语文》推荐阅读丛书”）,http://product.dangdang.com/25267253.html,鲁迅,2018/4/1,人民文学出版社,?15.20
学会爱自己（第4辑）（学会自我管理，懂得自我激励！儿童情绪管理...,http://product.dangdang.com/25247885.html,渡边有一,2018/3/20,青岛出版社,?49.50
人间词话（近代极富盛名的词话著作，集编、校、释、评于一体，赏...,http://product.dangdang.com/23715237.html,王国维,2015/6/1,北京联合出版公司,?8.60
所有失去的都会以另一种方式归来（随书附赠限量珍藏版明信片×精...,http://product.dangdang.com/23926322.html,耿帅,2016/6/1,九州出版社,?21.90
米小圈脑筋急转弯（套装共4册）,http://product.dangdang.com/23878838.html,北猫,2016/1/1,四川少儿出版社,?32.00
非暴力沟通,http://product.dangdang.com/23807861.html,卢森堡,2016/1/1,华夏出版社,?19.80
世说新语（修订版） 无障碍阅读 学生版,http://product.dangdang.com/25181430.html,南朝·宋,2013/1/1,北京教育出版社,?20.10
白洋淀纪事（中学生定制版）部编教材七年级上指定阅读书系 团购电...,http://product.dangdang.com/25148488.html,孙犁,2017/8/1,长江文艺出版社,?16.40
放学后（东野圭吾成名作）,http://product.dangdang.com/25154615.html,东野圭吾,2017/9/1,南海出版公司,?31.10
湘行散记（七年级上册自主阅读推荐）,http://product.dangdang.com/23724433.html,沈从文,2015/7/1,江苏人民出版社,?12.50
这样跟孩子定规矩，孩子最不会抵触,http://product.dangdang.com/22818816.html,乔治·M·卡帕卡,2012/8/1,北京联合出版公司,?17.10
乌合之众 : 大众心理研究,http://product.dangdang.com/25246609.html,古斯塔夫·勒庞,2018/4/6,民主与建设出版社,?11.70
神奇校车·阅读版（全16册）,http://product.dangdang.com/21085963.html,乔安娜柯尔,2011/6/1,贵州人民出版社,?64.00
月亮的味道（精装）,http://product.dangdang.com/25176229.html,麦克格雷涅茨,2017/10/1,二十一世纪出版社,?17.50
小兔汤姆旅行版（全26册）,http://product.dangdang.com/23426498.html,玛莉,2014/1/1,海燕出版社,?63.00
米小圈上学记一年级--四年级（套装共16册）,http://product.dangdang.com/25261329.html,北猫,2018/4/1,四川少儿出版社,?200.00
独一无二的你+勇敢做自己,http://product.dangdang.com/23174548.html,克兰兹,2013/2/1,北京科学技术出版社,?29.00
信谊世界精选图画书·蚯蚓的日记,http://product.dangdang.com/25227242.html,朵琳·克罗宁,2013/4/1,明天出版社,?24.00
你看起来好像很好吃（恐龙简装套装全7册）,http://product.dangdang.com/24079906.html,宫西达也,2016/11/1,２１世纪出版社,?81.90
外婆的道歉信（马思纯领读书目，人民日报、央视推荐。年度口碑爆...,http://product.dangdang.com/25072421.html,弗雷德里克·巴克曼,2017/5/1,天津人民出版社,?21.00
朝花夕拾（七年级上册必读，语文新课标必读丛书，央视朗读者节目...,http://product.dangdang.com/23620944.html,鲁迅,2015/1/1,天津人民出版社,?12.50
少年读西游记（套装全3册）,http://product.dangdang.com/25178748.html,张嘉骅,2017/10/20,青岛出版社,?44.70
青蛙弗洛格的成长故事（全三辑，共26册）,http://product.dangdang.com/22791395.html,马克斯·维尔修思,2010/10/1,湖南少年儿童出版社,?81.30
月亮和六便士（全新导读无删节详注版！ 半年创当当110000名读者五...,http://product.dangdang.com/25126128.html,毛姆,2017/9/1,时代文艺出版社,?7.80
俞敏洪：在人生的更高处相见（2018年全新力作）,http://product.dangdang.com/25307603.html,俞敏洪,2018/8/1,北京联合出版有限公司,?24.90
红岩（七年级下册必读）,http://product.dangdang.com/25167661.html,罗广斌,2017/9/1,中国青年出版社,?22.70
我们的身体,http://product.dangdang.com/23946177.html,艾德兰,2012/6/1,未来出版社,?77.50
去旅行系列（全2册）法国教育部推荐！深度知识体系的人文地理百科...,http://product.dangdang.com/25165048.html,阿梅莉·卡斯唐,2017/9/1,广西科学技术出版社,?108.00
养育女孩,http://product.dangdang.com/23457690.html,Steve,2014/4/1,中信出版社,?16.00
朗读者（青少版） 人民文学出版社,http://product.dangdang.com/25122026.html,董卿,2017/7/1,人民文学出版社,?33.20
星星离我们有多远（卞毓麟 教育部新编初中语文教材指定阅读图书）...,http://product.dangdang.com/25103207.html,卞毓麟,2017/7/1,长江文艺出版社,?14.30
狼图腾(修订版)（一部描绘、研究蒙古草原狼的“旷世奇书”）（1-...,http://product.dangdang.com/23597292.html,姜戎,2014/11/1,长江文艺出版社,?19.10
爱打嗝的斑马（精装）,http://product.dangdang.com/23234814.html,大卫,2013/4/1,北京联合出版公司,?15.90
一粒种子的旅行,http://product.dangdang.com/25073861.html,安妮·默勒,2017/6/1,南海出版公司,?24.20
西游记 四大名著 部编教材七年级（上）推荐必读篇目（足本典藏精...,http://product.dangdang.com/23992020.html,吴承恩,2016/4/1,商务印书馆,?26.00
信谊世界精选图画书·逃家小兔,http://product.dangdang.com/25227340.html,玛格丽特·怀兹·布朗,2013/6/1,明天出版社,?22.00
鬼谷子—中华经典藏书,http://product.dangdang.com/23691200.html,战国,2015/3/1,吉林美术出版社,?16.80
爱的教育（新课标，夏丏尊先生流芳90年经典译本，享誉世界的儿童...,http://product.dangdang.com/23643237.html,亚米契斯,2015/1/1,安徽教育出版社,?16.40
学会管自己幼儿版-歪歪兔自控力教育系列绘本,http://product.dangdang.com/25083136.html,歪歪兔关键期早教项目组,2017/6/1,海豚出版社,?44.00
昆虫记（文前33张共8页高清彩色照片图+系统分类目录+昆虫谱系表+...,http://product.dangdang.com/25126137.html,亨利·法布尔,2017/9/1,时代文艺出版社,?14.00
现当代长篇小说经典系列：边城,http://product.dangdang.com/23530913.html,沈从文,2014/7/1,长江文艺出版社,?12.70
见识城邦·人类简史：从动物到上帝（新版）,http://product.dangdang.com/24186019.html,尤瓦尔·赫拉利,2017/1/1,中信出版社,?34.00
给孩子的身体书（给5—15岁孩子的第一本生理“教科书”）,http://product.dangdang.com/25270777.html,霍华德·本内特,2018/5/1,北京联合出版有限公司,?62.50
三国演义（上 下 ）（全二册）（1-9年级必读书单）,http://product.dangdang.com/102772.html,罗贯中,2010/9/1,人民文学出版社,?22.10
红星照耀中国 八年级上 人教版名著阅读课程化丛书 教育部统编教材...,http://product.dangdang.com/25278830.html,埃德加·斯诺,2018/6/1,人民教育出版社,?36.50
曹文轩文集-草房子,http://product.dangdang.com/22506353.html,曹文轩,2011/10/1,天天出版社有限责任公司,?11.00
可爱的鼠小弟（1-12）,http://product.dangdang.com/25069494.html,中江嘉男,2013/10/1,南海出版公司,?99.00
郑渊洁十年未出版的经典童话,http://product.dangdang.com/23665432.html,郑渊洁,2015/5/1,天津人民出版社,?30.00
泰戈尔诗集：新月集·飞鸟集（新课标，郑振铎经典译本）,http://product.dangdang.com/25251934.html,泰戈尔,2018/4/9,浙江工商大学出版社,?17.20
水浒传（上下册）（全两册）——中国古典文学读本丛书（九年级上...,http://product.dangdang.com/105272.html,施耐庵,2004/9/1,人民文学出版社,?28.00
安徒生童话（新课标，伴随一代代孩子们成长的童话故事，著名儿童...,http://product.dangdang.com/23696382.html,安徒生,2015/5/1,安徽教育出版社,?16.40
昆虫记 新版 部编教材八年级（上）推荐必读篇目（名译精装典藏版...,http://product.dangdang.com/25088415.html,亨利,2017/5/1,商务印书馆,?13.10
可爱的鼠小弟（1-22）,http://product.dangdang.com/25069495.html,中江嘉男,2013/8/1,南海出版公司,?193.00
美国经典专注力培养大书 （全8册）,http://product.dangdang.com/20948886.html,Highlights杂志社,2013/7/1,湖南少年儿童出版社,?80.00
镜花缘 部编教材七年级（上）推荐阅读篇目 （足本典藏 新课标推荐...,http://product.dangdang.com/25141754.html,李汝珍,2017/8/1,商务印书馆,?29.90
活着（精装版，余华代表作，易烊千玺推荐阅读版本）,http://product.dangdang.com/25092039.html,余华,2017/6/1,北京十月文艺出版社,?17.50
俗世奇人（全二册）,http://product.dangdang.com/23929894.html,冯骥才,2016/2/29,作家出版社,?22.00
歪歪兔行为习惯系列互动图画书（全10册，赠完整版动画片DVD）,http://product.dangdang.com/20927266.html,歪歪兔关键期早教项目组,2015/8/18,海豚出版社,?45.00
半小时漫画世界史（其实是一本严谨的极简世界史。）,http://product.dangdang.com/25252459.html,陈磊,2018/4/20,江苏凤凰文艺出版社,?20.00
新华成语词典 第2版,http://product.dangdang.com/23711299.html,商务印书馆辞书研究中心,2015/5/1,商务印书馆,?55.20
九型人格 : 职场高品质沟通的艺术,http://product.dangdang.com/23998793.html,海伦·帕尔默,2016/7/1,北京联合出版公司,?16.70
假如给我三天光明（新课标，名家翻译，非改写&非编译本，海伦·凯...,http://product.dangdang.com/23643240.html,凯勒,2015/1/1,安徽教育出版社,?13.70
挪威的森林（2018年新版，村上春树的残酷青春物语，现象级的超级...,http://product.dangdang.com/25239529.html,村上春树,2018/3/1,上海译文出版社,?24.00
蒲公英·英语拼读王（全12册+9CD＋6DVD光盘）,http://product.dangdang.com/25280354.html,林素娥,2018/5/24,贵州人民出版社,?134.00
活了100万次的猫（珍藏版）,http://product.dangdang.com/25108090.html,佐野洋子,2017/4/1,接力出版社,?20.90
朝花夕拾 新版 部编教材七年级（上）推荐必读篇目（精装典藏版 新...,http://product.dangdang.com/25101764.html,鲁迅,2017/5/1,商务印书馆,?16.70
格局,http://product.dangdang.com/23698038.html,何权峰,2015/5/1,江苏文艺出版社,?18.00
花格子大象艾玛经典绘本系列（套装全6册）,http://product.dangdang.com/25176540.html,大卫·麦基,2017/10/1,中信出版社,?59.00
我不（大冰作品。十个月狂销200万册，不容错过的奇书！）,http://product.dangdang.com/25146931.html,大冰,2017/9/1,湖南文艺出版社,?21.50
穆斯林的葬礼（2015版）,http://product.dangdang.com/23780305.html,霍达,2015/9/1,北京十月文艺出版社,?35.90
天蓝色的彼岸,http://product.dangdang.com/8925289.html,希尔,2005/4/1,新世界出版社,?9.90
城南旧事：一部触动千万读者灵魂的童年离骚,http://product.dangdang.com/23808286.html,林海音,2015/7/1,江苏人民出版社,?14.00
王一梅童书经典长篇童话--鼹鼠的月亮河,http://product.dangdang.com/25176853.html,王一梅,2017/10/1,新蕾出版社,?12.50
亲密关系：通往灵魂的桥梁（2015全新修订版）,http://product.dangdang.com/23675066.html,克里斯多福·孟,2015/4/1,湖南文艺出版社,?19.00
字的童话（全7册）,http://product.dangdang.com/23198676.html,林世仁,2013/4/1,贵州人民出版社,?49.00
数学原来可以这样学（畅销日本300万册，小学生家长必备。让孩子爱...,http://product.dangdang.com/23472978.html,野口哲典,2014/6/1,湖南人民出版社,?27.40
